reviewer_name,review_content,full_review_link,rating,review_time_information,reply_from_owner,reply_text
andreas spiess,Zum empfehlen. Auch nur als Tagesgast,https://goo.gl/maps/M6TrDfZDJHNbNgYK9,4,vor 3 Jahren,True,Lieber Andreas vielen Dank für ihre positive Bewertung unseres Clubs. Es freut uns zu sehen dass Ihnen unser Club gefallen hat. Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten deshalb würde es uns freuen zu erfahren was wir noch verbessern könnten. Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Kontaktnummer/ Email mit uns teilen : berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Ka GL,Gutes Hotel mit guter Lage.,https://goo.gl/maps/EHiEgDdsE11tg56AA,5,vor 3 Jahren,False,
Robert Stöcker,Leider das Falsche Publikum zuviele Russen,https://goo.gl/maps/UwRmRrhQvyeNAkdL8,2,vor 3 Jahren,False,
Bernd Leutbecher,Super Fitness und Wellness,https://goo.gl/maps/b4dgJ9vkUBkTMYJZA,5,vor einem Jahr,True,Wir freuen uns sehr über das tolle Lob
Enrico Rohr,Tolles Studio und sehr freundliches Personal,https://goo.gl/maps/sFTfCtNEsV7srA1u5,4,vor 3 Jahren,True,Lieber Enrico vielen Dank für ihre positive Bewertung unseres Clubs. Es freut uns zu sehen dass Ihnen unser Club gefallen hat. Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten deshalb würde es uns freuen zu erfahren was wir noch verbessern könnten. Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Email mit uns teilen : berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Vincenzo Pennacchioli,Sehr schön Hotel.,https://goo.gl/maps/8t7uzBwfWaQfbWED8,5,vor 5 Jahren,True,Vielen Dank für Ihre Bewertung. Bis zum nächsten Besuch Ihr Aspria Team
Günther Stein,Man fühlt sich immer wieder wohl hier,https://goo.gl/maps/DYeJVDJfkZV1F8ZaA,5,vor 4 Jahren,False,
Robert Brechtezende,Gibt nichmal ribbchen hier,https://goo.gl/maps/qGwKvfyEPXYhrsdN7,1,vor 4 Jahren,False,
Norbert Koroll,Tolle Mitarbeiter tolles Ambiente.,https://goo.gl/maps/kx2NWkarz5xHpisMA,5,vor 2 Jahren,False,
Michael Schaefer,Hier ist die Atmosphäre richtig gut,https://goo.gl/maps/zcyqHyKoiNeqjtm26,5,vor 5 Jahren,True,Vielen Dank Herr Schaefer das freut uns zu hören. Bis bald im Club
Isi Isi,Gutes Ambiente gute Leute.,https://goo.gl/maps/yUGu5AXMNXvgkcUUA,5,vor 3 Jahren,True,Lieber Isi Isi wir danken Ihnen für die hervorragende Bewertung unseres Clubs. Wir freuen uns sehr dass Ihnen unsere Einrichtungen so großartig gefallen hat. Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten stehen wir Ihnen unter folgender Kontaktnummer zur Verfügung : 030 890 6888 68. Mit freundlichen Grüßen Ihr Aspria Team
Tino Truppel,Ignorieren 'Keine Werbung' Hinweise an Briefkästen.,https://goo.gl/maps/VSPnwNv7qTZ6X7bd6,1,vor 4 Jahren,False,
Annabelle Jahn,Sehr nette Erfahrung,https://goo.gl/maps/5MjYipb25QhCt9DR8,4,vor 2 Jahren,False,
Yolcsita,Liebe die Yogakurse hier,https://goo.gl/maps/aUbgrR9f2UkSbdDi6,5,vor 3 Jahren,True,Liebe Yolcsita vielen Dank für ihre positive Bewertung unseres Clubs. Es freut uns zu sehen dass Ihnen unser Club gefallen hat. Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten deshalb würde es uns freuen zu erfahren was wir noch verbessern könnten. Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Email mit uns teilen : berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Dr Ludwig,Ein Absolut super Club,https://goo.gl/maps/TYg8Us2YkjM1Q9Dz8,5,vor 4 Jahren,False,
Frank Fenner,Super Team nette Atmosphäre,https://goo.gl/maps/HQZphyc1YvZd5DYA7,5,vor 6 Jahren,False,
Roger Weinhardt,Ist okay,https://goo.gl/maps/uayFA4vMAM568AUL6,4,vor 4 Jahren,False,
Werner Holzfuss,Sehr gut Sehr gepflegt,https://goo.gl/maps/ps8qp2ZCUgHiHaFEA,5,vor 4 Jahren,False,
lalala Berlin,Sehr guter Club,https://goo.gl/maps/LR3wYAJQThGP8Z9z9,5,vor 3 Jahren,True,Liebe Larissa Spolan wir danken Ihnen für die hervorragende Bewertung unseres Clubs. Wir sind höchst erfreut dass Ihnen unser Club so großartig gefällt. Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten stehen wir Ihnen unter folgender Kontaktnummer/ Email zur Verfügung : +49 30 8906888 0/ berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
D Hard,Mein Lieblingsplatz,https://goo.gl/maps/LQZkVVEN8Bt8vGui6,5,vor einem Jahr,False,
Michael Dietrich,Entpannung pur Wie im Urlaub :-),https://goo.gl/maps/YsWcWFs768QA9p558,4,vor 3 Jahren,True,Lieber Michael Dietrich vielen Dank für ihre positive Bewertung unseres Clubs. Es freut uns zu sehen dass Ihnen unser Club gefallen hat. Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten deshalb würde es uns freuen zu erfahren was wir noch verbessern könnten. Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Email mit uns teilen : berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Scarlett G,TribalFit ist super,https://goo.gl/maps/nKMaDzPSFyDjquBYA,5,vor 2 Jahren,False,
Igor Lovrnov,Zufrieden,https://goo.gl/maps/uFGEwhzyBTJNnf4MA,5,vor 3 Jahren,True,Lieber Igor Vielen Dank dass Sie bei uns zu Gast waren und dass Sie sich die Zeit genommen haben uns ein Feedback dazulassen. Umso mehr freut es uns dass dieses so positiv ausfällt. Schön dass Sie sich bei uns so wohlgefühlt haben. Wir würden uns sehr freuen Sie bald wieder in unserem Club begrüßen zu dürfen. Für Fragen und Wünsche stehen wir Ihnen gern zur Verfügung. Herzliche Grüße Ihr Aspria Team
Raquel Magalhaes,Perfekt,https://goo.gl/maps/3P3Nmc1iJcwVCec37,5,vor 4 Jahren,False,
jelena jordan,Hier bin ich glücklich,https://goo.gl/maps/V2sVYXLTV4SMsWQd8,5,vor 2 Jahren,True,Liebe Jelena wir danken Ihnen für die hervorragende Bewertung unseres Clubs. Wir freuen uns sehr dass Ihnen unsere Einrichtungen so großartig gefallen hat. Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten stehen wir Ihnen unter folgender Kontaktnummer zur Verfügung : 030 890 6888 68. Mit freundlichen Grüßen Ihr Aspria Team
C D,Spitzen-Wellness in Berlin.,https://goo.gl/maps/tUGdbRybmqbkL1SJ9,5,vor 4 Jahren,True,Danke Ihnen liebe Claudia für die lieben Worte
Jürgen Kath,Fitness und wohlfühlen passt,https://goo.gl/maps/fqruVQ8JbEvKMAuE8,5,vor 4 Jahren,True,Lieber Jürgen Kath Vielen Dank dass Sie bei uns zu Gast waren und dass Sie sich die Zeit genommen haben uns ein Feedback dazulassen. Umso mehr freut es uns dass dieses so positiv ausfällt und dass Sie mit dem Aspria Konzept so zufrieden sind. Wir würden uns sehr freuen Sie bald wieder in unserem Club begrüßen zu dürfen. Für Fragen und Wünsche stehen wir Ihnen gern zur Verfügung. Herzliche Grüße Ihr Aspria Team
Linus Ott,Alles sauber,https://goo.gl/maps/XCLA2yqmPMRwmCkT7,5,vor 4 Jahren,True,Danke für das liebe Feedback
Daniel Schneider,Nett,https://goo.gl/maps/MdUVYLXHf5ytjqmi7,5,vor 3 Jahren,True,Lieber Daniel Schneider wir danken ihnen herzlichst für die hervorragende Bewertung unseres Clubs. Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten stehen wir Ihnen unter folgender Email zur Verfügung: berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Ramona Roehricht,Sehr schön,https://goo.gl/maps/phBNSB3J4QTW5VEWA,5,vor 3 Jahren,True,Hallo Ramona vielen Dank für das positive Feedback. Für weitere Informationen und Feedback stehen wir dir unter der folgenden Telefonnummer zur Verfügung: 030 890 6888-0. Wir freuen uns auf dich Ganz liebe Grüße aus dem Aspria
Dasha Nymzic,immer gut.,https://goo.gl/maps/dVTSYKdk6xkRsezp9,5,vor 3 Jahren,True,Liebe Dasha Nymzic vielen Dank für ihre positive Bewertung unseres Clubs. Es freut uns zu sehen dass Ihnen unser Club gefallen hat. Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten deshalb würde es uns freuen zu erfahren was wir noch verbessern könnten. Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Email mit uns teilen : berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Mademba Cham,Gutes Fitnessstudio,https://goo.gl/maps/HyoAUnFYGCNwrrLz5,5,vor einem Jahr,False,
Kerstin Bachmann,Wunderbare Kosmetikbehandlungen,https://goo.gl/maps/LQHzFM73Se53QtHi6,5,vor 5 Jahren,True,Vielen Dank Frau Bachmann wir geben Ihr Lob gerne an unsere Spa Mitarbeiter weiter. Wir freuen uns schon auf Ihren nächsten Besuch
Andreas Schneider,Sehr schön,https://goo.gl/maps/CxtGQjjp8zcvPxyy5,5,vor 4 Jahren,False,
Fazar,Toll,https://goo.gl/maps/V8JG3ViMbD9Mis6N8,5,vor 4 Jahren,False,
Jens G,Toller Laden,https://goo.gl/maps/WYZcbqdsazvjGvM4A,5,vor 4 Jahren,True,<3 DANKE für die lieben Worte
Oliver Ilskens,ý &,https://goo.gl/maps/DEfbqadG1aaVGMH5A,5,vor 3 Jahren,False,
Ramon Springus,Gut,https://goo.gl/maps/8QLutSisjMpbHeEH6,3,vor 6 Jahren,False,
peter klass,Schönes Hotel.,https://goo.gl/maps/w1exHJamPyYyTqxv8,4,vor 3 Jahren,True,Lieber peter Klass vielen Dank für ihre positive Bewertung unseres Hotels. Es freut uns zu sehen dass Ihnen unser Hotel gut gefallen hat. Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten deshalb würde es uns freuen zu erfahren was wir noch verbessern könnten. Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Email mit uns teilen : berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Adrian Van-laak,Alles tutti,https://goo.gl/maps/r3rzy5ghyzqhE4Cx6,5,vor 4 Jahren,False,
Regor Neumann,Tolles Hotel,https://goo.gl/maps/mAy6XuxnjGdbYwgYA,4,vor 5 Jahren,True,Vielen Dank für Ihre Bewertung Herr Neumann. Wir freuen uns schon darauf Sie bald wieder begrüßen zu dürfen. Ihr Aspria Team
Christian Tölken,Spitzenservice.,https://goo.gl/maps/pomEQ3CByMMqH4jMA,5,vor 3 Jahren,True,Lieber Christian vielen Dank für ihre positive Bewertung unseres Clubs. Es freut uns zu sehen dass Ihnen unser Club gefallen hat. Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten deshalb würde es uns freuen zu erfahren was wir noch verbessern könnten. Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Kontaktnummer/ Email mit uns teilen : berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Karl Kaesshofer,Ist the Pest .,https://goo.gl/maps/ARcCmB5NgVUPspTD6,5,vor 3 Jahren,False,
Oliver Sotte,Cooles Studio,https://goo.gl/maps/TJRZhnahygxGNpfJ8,4,vor 5 Jahren,True,Vielen Dank für Ihre Bewertung. Bis bald im Club
Di Ma,Mittelmäßig.,https://goo.gl/maps/SM2ASu5K3ShaaE7XA,3,vor 5 Jahren,True,Vielen Dank für Ihre Bewertung. Wir bedauern dass wir Sie nicht vollständig von Aspria überzeugen konnten. Gerne bieten wir Ihnen die Möglichkeit Ihre Kritikpunkte im Detail mit unserem Mitgliederservice unter 030 8906888-32 zu besprechen. Dieser freut sich jederzeit über Feedback und konstruktive Kritik. Wir hoffen Sie bald wieder in unserem Club begrüßen zu dürfen. Ihr Aspria Team
Frank Foistner,Vom großen stylischen Zimmer direkt ins Riesen-Fitnessstudio und Schwimmbad&einzigartig. Kostenlose Tiefgarage quasi direkt am Kudamm. Frühstück und Rezeption ausbaufähig. Trotzdem absolute Empfehlung.,https://goo.gl/maps/f6Jhy4TW53p6e7Cg6,5,vor 2 Tagen,False,
Lena Papachatzi,"Richtig unfreundliches Personal. Bei Anfrage auf ein Probetraining wurde mir ein überteuertes Tagesticket oder die Mitgliedschaft zur Wahl gestellt. Nach meiner Ablehnung musste ich mir den frechen Kommentar anhören: ""Ist wohl besser so"". So verdient man sich keine Kundschaft.",https://goo.gl/maps/fh8TCmxFhsBNyNeG8,1,vor 3 Tagen,False,
Yana Kosturkova,Das beste Studio in Berlin,https://goo.gl/maps/wRBYFuCqgV9irJDo6,5,vor 3 Tagen,True,Yana...wir freuen uns sehr über deine Rückmeldung und natürlich dass wir dir immer wieder ein paar schöne Momente im Aspria Berlin bereiten können. Herzlichen Gruß Sandra Schmalzried General Manager Aspria Berlin
Gerry Rome,Just to make it clear I am writing a review on the gym and not the hotel. I have been a gym member for the past two years. I became a member because the manager insured me that they don't allow aggressive people to enrol. Two years after &,https://goo.gl/maps/dFET6aCbbHXQGUBv8,2,vor einem Monat,True,Einen schönen guten Abend Gerry vielen Dank für Ihre Rezension und Äußern Ihrer Bedenken. Es tut mir sehr leid dass Sie Situationen erlebten die bei Ihnen Unbehagen ausgelöst haben. Mein Team und ich sind während der Öffnungszeiten vor Ort und nehmen gerne direkt Hinweise entgegen. Natürlich ist es bedauerlich dass es vereinzelt Mitglieder in unserem Hause gibt die sich wohl nicht an die Etikette des Clubs halten und sind hier für jeden Hinweis dankbar. Es reicht Tag und Uhrzeit aus um Ihren Punkten nachzugehen um die einzelnen Personen / -gruppen einzugrenzen. Mein Team und ich würden uns sehr gerne persönlich mit Ihnen unterhalten und wären Ihnen sehr verbunden wenn Sie die Möglichkeit nutzen konkretere Infos beim Membership Service oder per email: blnmemberservice aspria.de oder Management Sandra Schmalzried zu hinterlassen da in den letzten Monaten zu den von Ihnen genannten Punkten kaum bis gar keine konkreteren Rückmeldungen eingegangen sind. Durchaus habe ich aber auch die positiven Aspekte wahrgenommen und danke Ihnen dass Sie diese in Ihrem Feedback nicht unerwähnt lassen. Ich bin mir nicht sicher wer Ihnen die Sicherheit gegeben hat Mitglieder ohne Benehmen vorab zu erkennen und den Zutritt zu verwehren kann Ihnen aber versichern dass wir jedem Hinweis nachgehen um unseren Mitgliedern und Gästen im Club einen Ort der Entspannung zu bieten. Mit einem herzlichen Gruß aus dem Aspria Sandra Schmalzried General Manager
Kana M.,The swimming pool is probably the best in town. Most of the staff are nice and helpful. Kids friendly facilities are big plus &,https://goo.gl/maps/mA8u3Q9ZeQ5Jg6zbA,4,vor 2 Wochen,True,We love to read that you had quality time at Aspria enjoying the day with your kids. See you at Aspria Sandra Schmalzried General Manager Aspria Berlin (Übersetzt von Google) Wir freuen uns zu lesen dass Sie eine schöne Zeit bei Aspria hatten und den Tag mit Ihren Kindern genossen haben. Wir sehen uns bei Aspria Sandra Schmalzried Hauptgeschäftsführer Aspria Berlin
bleki ova,I recommend the place not only for fitness. Spa block is excellent especially massage &,https://goo.gl/maps/GULZenwtS9LJirG26,5,vor 2 Wochen,True,Thank you very much&my teams are doing best to please all my guests desires&hope to see you soon again. Sandra Schmalzried General Manager Aspria Berlin (Übersetzt von Google) Vielen Dank ... meine Teams tun ihr Bestes um alle Wünsche meiner Gäste zu erfüllen ... ich hoffe Sie bald wieder zu sehen. Sandra Schmalzried Hauptgeschäftsführer Aspria Berlin
Neshat Mandi,Im a club member since many years and at the time nothing is working properly. 2 of my expensive sunglasses were stolen the wellness area is not taking good care of I slipped and fell and was taken to the hospital because of the the wett &,https://goo.gl/maps/gpp5A8wRtpPgM1y5A,1,vor 4 Monaten,False,
Gavin Stockdale,Lovely hotel Lovely rooms very friendly staff we was on the 13th floor the views was spectacular of Berlin sorry I ment the 3rd floor big room very clean &,https://goo.gl/maps/h8tXdxBeLPMDewuF6,4,vor 3 Monaten,True,Thank you Gavin&Aspria Berlin does take the credits for the lovely rooms but unfortunately cannot for 13 floors since our building only has five. But it seems you had a great time in Berlin. Kind regards Aspria Berlin (Übersetzt von Google) Vielen Dank Gavin& Aspria Berlin lobt zwar die schönen Zimmer aber leider nicht die 13 Stockwerke da unser Gebäude nur fünf hat. Aber anscheinend hattest du eine tolle Zeit in Berlin. Mit freundlichen Grüßen Aspria Berlin
Bauchot Justine,The hotel would be great but the service is terrible. Its not what you expect when traveling. As other comments said breakfast isnt worth it at all. It is the first time I &,https://goo.gl/maps/nscHayXCHLVCgodJ8,1,vor 8 Monaten,False,
matthijs valkering,I booked the deluxe room accessible. The staff/personel were very hulpfull in all things asked. The room was comfortably big. &,https://goo.gl/maps/7KdrY3VwJtXgvYpm7,4,vor 8 Monaten,False,
ceren ahiska,Nice facility cool trainers horrible reception. Definitely not worth the money they charge for &,https://goo.gl/maps/2NsDhsa9Bg3Hi3716,2,vor 2 Monaten,True,Thank you for your feedback and luckily our core product (equipment variety trainers) as a wellbeing club has met your expectations. Sorry that your experience at reception has not been to your satisfaction and will work on this one for next time. Best wishes Sandra Schmalzried General Manager Aspria Berlin (Übersetzt von Google) Vielen Dank für Ihr Feedback und zum Glück hat unser Kernprodukt (Ausrüstung Vielfalt Trainer) als Wellnessclub Ihre Erwartungen erfüllt. Es tut uns leid dass Ihre Erfahrung an der Rezeption nicht zu Ihrer Zufriedenheit war und wir werden beim nächsten Mal daran arbeiten. Besten Wünsche Sandra Schmalzried Hauptgeschäftsführer Aspria Berlin
Andrea Ilic,The fitness options are great and were my main reason to choose this stay but the hotel service itself is really not worth the price. The room service isnt really cleaning the place you cant get a water cooker like in every normal hotel &,https://goo.gl/maps/LhHXwZFwG5oqbHEM8,3,vor einem Jahr,False,
Angelica Hörmann,The best sport/family/social club in Berlin. I öü Aspria forever. (Übersetzt von Googl &,https://goo.gl/maps/5MAsHHeSgJLVio8fA,5,vor 4 Wochen,True,Liebe Frau Hörmann ich danke Ihnen sehr für diese grandiosen 5 Sterne. Und freuen uns sehr dass Sie Ihre Zeit bei uns genießen. Dear Mrs Hörmann We are grateful to have you spending your time in our club and enjoying it so much. Thank you Sandra Schmalzried General Manager Aspria Berlin
Irene Van Den Brom,For business I was staying at Aspria Kudamm Berlin for 12 nights and I really started to wonder whether the Aspria is really a hotel. Ive come to the conclusion its just a side-business for the Wellness Aspria. (Need Sherlock Holmes to &,https://goo.gl/maps/MKCStETCh9NnqT8H9,2,vor 10 Monaten,False,
Eric Schaechter,Stayed here for one night. The hotel rooms in a gym/spa concept is weird but it worked very well for me to have access to a nice sauna area &,https://goo.gl/maps/uWuFTWQ6rmbtdtG16,5,vor 7 Monaten,False,
Japhy Bone,Had a great stay overnight the saunas are awesome (Übersetzt von Google) &,https://goo.gl/maps/mcFAaa43v41CmLLz6,5,vor 3 Monaten,True,That sounds like a perfect stay. Thank you for taking the time letting us know. Love to welcome you again sincerely Sandra Schmalzried General Manager Aspria Berlin (Übersetzt von Google) Das klingt nach einem perfekten Aufenthalt. Vielen Dank dass Sie sich die Zeit genommen haben uns dies mitzuteilen. Ich freue mich Sie wieder begrüßen zu dürfen Mit freundlichen Grüßen Sandra Schmalzried Hauptgeschäftsführer Aspria Berlin
B J HERICOURT,(Übersetzt von Google) Modernes Hotel auf einmal aber ein wenig in die Jahre gekommen. Klimaanlage wirkungslos in unserem Zimmer das jedoch groß und komfortabel war. Wir haben es sehr geschätzt kostenlos vor dem Hotel parken zu können. &,https://goo.gl/maps/Tvg1jSvRsMKFoNBA9,4,vor einem Jahr,False,
Sara Kalinoski,No water fountains no transparency on rates and unfriendly gym staff (I was scolded for using more than one big towel for swimming + sauna). Ultimately its not well-suited for international guests. &,https://goo.gl/maps/QniQrCyLFvQAV79YA,2,vor einem Jahr,False,
Magdalena Reszke,Judging hotel and restaurant only haven't used spa or fitness center. Rooms are pretty spacious and quiet. Useful thing - they put a sink outside the bath (shower/bath toilet). &,https://goo.gl/maps/jzXYae1pvoz5SthE6,5,vor 4 Jahren,False,
Lei JIN,(Übersetzt von Google) Das Personal ist freundlich sehr zu empfehlen (Original) XåýˆË„ˆ<—¨P,https://goo.gl/maps/jgCbVmVABdm6dHnM6,5,vor 3 Monaten,True,Mû Thank so much for this beautiful feedback and the honours to my team. Sincerely Sandra Schmalzried General Manager Aspria Berlin (Übersetzt von Google) Mû Vielen Dank für dieses schöne Feedback und die Ehrungen an mein Team. Aufrichtig Sandra Schmalzried Hauptgeschäftsführer Aspria Berlin
Susan Roth,Make sure you use the many different excellent saunas. There is a big pool and fitness facility. Breakfast is good and its quiet at night. Great place for business people who want to use their spare time to exercise or sauna. Rooms and &,https://goo.gl/maps/gB3HDvEx2hFYGc6h7,4,vor 4 Jahren,True,Thank you Susan for your kind feedback We are looking forward to welcoming you back at Aspria soon. (Übersetzt von Google) Vielen Dank Susan für Ihr freundliches Feedback Wir freuen uns Sie bald wieder in Aspria begrüßen zu dürfen.
Rebecca Hoffmann,Amazing sports facilities and central location. Rooms are modern and clean. This hotel is perfect if you want to visit Berlin but also spend some hours doing sports wellness. &,https://goo.gl/maps/QfPUZYxAATUZJ3mZ7,5,vor 2 Jahren,False,
Evany Chang,Just a short walk off the main road this hotel is a conveniently located choice for travelers who want to maintain fitness while traveling. A lot of hotels in this area do not have a gym so Aspria is definitely my top pick. Their fitness &,https://goo.gl/maps/P9GEfdDAbgvRUUxA8,5,vor 4 Jahren,True,Thank you so much Evany for your Kind review We are very glad to hear that Aspria is your top choice when travelling. We are looking forward to having you back with us soon (Übersetzt von Google) Vielen Dank Evany für Ihre freundliche Bewertung Wir freuen uns sehr zu hören dass Aspria Ihre erste Wahl auf Reisen ist. Wir freuen uns Sie bald wieder bei uns zu haben
alvand gharib,Amazing hotel for athletes and fitness professionals. The hotel is actually built on top of a huge sport complex with lots of courses spa and wellness center and fitness studios of different sizes. The architecture is fascinating but the &,https://goo.gl/maps/kPoSbhHRqnoZTWVD7,4,vor 3 Jahren,True,Thank you for your review. We are looking forward to you next stay already Your Aspria Team (Übersetzt von Google) Vielen Dank für Ihre Bewertung. Wir freuen uns schon jetzt auf Ihren nächsten Aufenthalt Ihr Aspria-Team
Matthias Schmidt,Very nice hotel geared towards sport and wellness and the only one with a 25m pool downtown to swim in. Rooms are spacy staff is very nice. One minus point for the restaurant. Food is deli but it attracts mostly gym people and is more &,https://goo.gl/maps/Kw9VtU3LBaQ6EFrP6,5,vor 5 Jahren,True,Dear Mr. Schmidt Thank you for reviewing our Accommodation at our Club Aspria Berlin Ku'damm. We are delighted to hear about your stay and we will certainly pass your kind comments to our colleagues. Of course we will inform the restaurant management about your thoughts so they can take customers feedback for future planning. We will be delighted to see you again and if there is anything we can do for you or have any further suggestions do not hesitate to contact us directly. Your Aspria Team (Übersetzt von Google) Sehr geehrter Herr Schmidt Vielen Dank dass Sie unsere Unterkunft in unserem Club Aspria Berlin Ku'damm bewertet haben. Wir freuen uns von Ihrem Aufenthalt zu hören und werden Ihre freundlichen Kommentare selbstverständlich an unsere Kollegen weitergeben. Natürlich werden wir die Restaurantleitung über Ihre Gedanken informieren damit sie das Feedback der Kunden für die zukünftige Planung berücksichtigen kann. Wir würden uns freuen Sie wiederzusehen und wenn wir etwas für Sie tun können oder weitere Vorschläge haben zögern Sie nicht uns direkt zu kontaktieren. Ihr Aspria-Team
Mick W,Not a hotel in the true sense of word it's a members sports club with a few bedrooms. Large comfy bedrooms but poor facilities and overpriced for supposedly 4* as lacking in all basic guest services. Be warned if you use the Club wet areas &,https://goo.gl/maps/mpMdHu5Qbjwm62vM8,2,vor 4 Jahren,False,
Isabel Ursache,Zero customer service. Rude and awful staff. (Übersetzt von Google) &,https://goo.gl/maps/3ezgwZ4w7cjwZq328,1,vor 2 Wochen,False,
Malin Huber,"Wonderful hotel especially if you like sports For a finess freak it is like a playground where all levels ages and sizez are welcome. Only downside is the breakfast. For a ""healthy"" hotel like this it is a real &",https://goo.gl/maps/7YJxT4cVfd6kjYqE8,4,vor 3 Jahren,True,Dear Malin Thank you for taking the time and for reviewing our Club. We are delighted to see that you have enjoyed our hotel spa and sport facilities. Further we are thankful for your rewiew regarding the breakfast. We shared your comments with our team and will try to improve this as good as we can. We always strive to improve what we do for you and we would be delighted to know more about your experience. Do not hesitate to contact us on +49 30 890688868/ resbe aspria.de. We look forward to welcoming you very soon. Best regards Your ASPRIA team (Übersetzt von Google) Liebe Malin Vielen Dank dass Sie sich die Zeit genommen haben und unseren Club überprüft haben. Wir freuen uns dass Sie unser Hotel unsere Wellness- und Sportanlagen genossen haben. Wir sind außerdem dankbar für Ihre Überprüfung des Frühstücks. Wir haben Ihre Kommentare mit unserem Team geteilt und werden versuchen dies so gut wie möglich zu verbessern. Wir sind stets bemüht das zu verbessern was wir für Sie tun und würden uns freuen mehr über Ihre Erfahrungen zu erfahren. Zögern Sie nicht uns unter +49 30 890688868 / resbe aspria.de zu kontaktieren. Wir freuen uns Sie bald willkommen zu heißen. Freundliche Grüße Ihr ASPRIA-Team
JM Edison,At the beginning I was happy with the warm welcoming and the services offered by the club I was told that I will receive communications in English but once I was in the club all the communications received were in German except 1 email &,https://goo.gl/maps/bgTU6nLLNSVyf3AV9,2,vor 2 Jahren,False,
Oliver Kiderle,The facilities are fantastic: very modern everything you need is here and it's not too crowded. The hotel seems to be a bit less advertised but I really enjoyed the rooms (they're huge very clean and modern good wifi only the TV reminds &,https://goo.gl/maps/68ZRXzEV9gQRq9E46,5,vor 6 Jahren,False,
Florim Laurent,(Übersetzt von Google) Totale Entspannung. Gut ausgestattetes komfortables sauberes Zimmer und ein geräumiges Spa. Preis-Leistungsverhältnis ausgezeichnet. Auch an der Rezeption war das Personal etwas freundlich was in Berlin sehr selten &,https://goo.gl/maps/4ruP2BwboVhdAst28,5,vor 3 Jahren,False,
;5=0 0>03>4A:0O,(Übersetzt von Google) Gute Lage und Hallen aber die Klimaanlagen funktionieren nicht und es ist sehr heiß in den Hallen &,https://goo.gl/maps/z9PDz6ZzcXy8d2Gz5,2,vor 6 Monaten,True,Besten Dank für deine Rückmeldung&die Hitzewelle in der Woche hat uns alle ganz schön schwitzen lassen. Unsere Anlagen sind unter ständiger Kontrolle und Feinjustierung. Herzlichen Gruß Sandra Schmalzried General Manager
Henry Helms,"Not a typical Hotel. Focused on their gym members and some staff isnt use to ""Hotel Demands or Standards"". AC did not work properly in the heat and no alternative solution was found.... &",https://goo.gl/maps/My5E2Yoh9GcefRJV8,3,vor 2 Jahren,False,
Alex Wustenhoff,(Übersetzt von Google) Hotel- und Luxus-Fitnessclub mit Pool und angenehmer Sauna. Ca. 190 Gruppenstunden pro Woche in allen Bereichen. In der Sauna befindet sich eine große Dachterrasse auf der Sie sich besonders im Sommer entspannen &,https://goo.gl/maps/icH1C3waDinSfsFC8,5,vor 4 Jahren,True,Thank you Alex for those kind words We would love to have you back soon. (Übersetzt von Google) Danke Alex für diese freundlichen Worte Wir würden uns freuen Sie bald wieder zu haben.
Pavlína Pavlinka,good location great spa and fitness and super symphatic specialist who understand them work. Personal nice just when u wanna finish your contract they are not nice anymore ;-) and the woman by the towels is not nice at all when u pay &,https://goo.gl/maps/mwU43nweZ4jRMEpb9,4,vor 6 Jahren,False,
